ID,Group,Feature_1,Feature_2,Feature_3
ID113,C,2540.825275571447,404.8475157127717,-2154.1922448188448
ID114,C,2329.741639576216,397.78596120552,-1936.2400287803755
ID115,B,2602.9155637325644,393.0094524719764,5216.515725427366
ID116,C,2547.2597482413044,376.07945399099805,-2164.2778340570276
ID117,C,2525.6029734313875,407.70400159854574,-2111.890983176267
ID118,A,2598.2690983945513,392.00948740507135,5835.3571424044685
ID119,C,2666.5474444462575,382.45124746434567,-2284.0114390783738
ID120,B,2601.437006501813,356.91606680077524,5194.950159329945
ID121,C,2315.9125768668355,399.58727642424043,-1907.9393594001647
ID122,C,2372.0423033264296,426.5837739500462,-1940.4068540437108
ID123,A,2437.518142230432,424.91888821821806,5193.864211776119
ID124,A,2502.6091050210835,393.1435561512059,5535.79711619521
ID125,A,2551.7659020469123,390.9668190945733,5674.623495629415
ID126,B,2427.4256186846533,407.03161384112536,4868.017069910351
ID127,C,2518.676676447708,385.0242184121756,-2139.398507507633
ID128,C,2424.4617067646677,404.526878497292,-2030.288137435893
ID129,A,2438.848219700805,411.49120417577035,5267.410385166532
ID130,B,2359.333890315178,418.40399835826463,4713.963628951326
ID131,B,2407.6766753889096,398.4976888528007,4828.0725873863785
ID132,A,2364.8315394383667,396.94489374734553,5117.174220973294
ID133,A,2402.412674702267,386.8302611986516,5281.289549991948
ID134,B,2605.364179660784,387.5967946894021,5194.336890787162
ID135,C,2405.0601111168057,396.6028166214771,-1993.9139666706917
ID136,A,2763.2382064837393,405.5104826022427,6265.297212814809
ID137,B,2549.331790088089,413.70376939349876,5094.232254505223
ID138,C,2518.483612369487,387.9523157397948,-2128.8106350215853
ID139,B,2414.1642219818787,422.39032853439284,4807.013621168978
ID140,C,2570.030987940899,395.9331459843615,-2169.19400821877
ID141,C,2442.4362173762224,399.6794905847735,-2055.109184889634
ID142,A,2512.200981464536,388.79182481278264,5576.411776899573
ID143,B,2756.0084538268793,363.63639609590587,5493.748597419144
ID144,A,2490.394010027535,413.26068094541574,5418.230885855405
ID145,A,2614.9273326285675,411.0526584563865,5781.967544879457
ID146,A,2429.682357487411,395.7800866432268,5328.551371765097
ID147,B,2496.501150950304,401.00486075837307,4986.57268434398
ID148,B,2677.080063563551,407.7390882655615,5333.671831635987
ID149,A,2437.303294221223,376.56181214670187,5415.702528650776
ID150,A,2681.2448557996927,392.0642098398056,6098.243257640133
ID151,C,2570.7751935455476,411.9139701943274,-2160.7320014864604
ID152,A,2443.753322410573,381.18565865246126,5418.752226411526
ID153,A,2563.240773905552,404.40336898249944,5669.625695514392
ID154,B,2597.2554449626728,379.65127293064893,5200.532282759356
ID155,C,2562.18099622172,406.9964497365029,-2141.7757606943874
ID156,A,2342.9775280109543,399.46537776553777,5048.987685963889
ID157,C,2427.286282417513,375.77302276141734,-2055.830483405565
ID158,C,2475.2481364448495,417.47109031685756,-2073.6896183609765
ID159,A,2492.5566570899955,388.98112634802925,5527.802757596361
ID160,C,2562.067209755068,387.84621344478427,-2171.0976302312893
ID161,B,2517.7701000933253,403.00853795846416,5023.975093072123
ID162,B,2366.46556412899,417.2295602414307,4721.44531727924
ID163,B,2538.0197851005964,384.7626727153241,5080.165024779792
ID164,B,2561.0585745283825,400.92519774771955,5121.53332083792
ID165,A,2555.979044793104,406.4322475049586,5636.169460799458
ID166,C,2608.0780725554623,410.39658410894714,-2206.783432462916
ID167,A,2583.3922154548904,402.6466233291584,5734.17872114841
ID168,A,2545.9180079228436,394.49458241375015,5654.19031396856
ID169,A,2492.983428854135,387.58614669026923,5551.701934044557
ID170,B,2333.903906648401,401.29215824569565,4680.2308053134875
ID171,C,2542.9618219132585,383.9179148202159,-2181.1981614398996
ID172,A,2520.768768716311,356.1797427475809,5770.25346208872
ID173,B,2527.1578837195375,406.54839706236504,5036.357416377994
ID174,A,2372.325142417969,413.5590226162929,5041.3800269595595
ID175,B,2391.8943459591737,364.5560134668724,4782.787436280863
ID176,A,2605.3152853332904,384.85403942935096,5874.279916216734
ID177,C,2496.0444846143346,409.28731391507796,-2097.8194884567606
ID178,B,2568.1500697372626,430.86243204567546,5124.252651009547
ID179,C,2502.831837613046,400.31190561513114,-2100.0327240451275
ID180,A,2502.9756139495744,389.07995588156297,5564.359194485342
ID181,B,2593.8283805976,397.2565533834274,5178.9959105551525
ID182,A,2448.3955271782625,420.62314628722277,5244.192700564346
ID183,C,2509.6120776940984,390.310537313132,-2125.8617013960134
ID184,C,2453.772471129496,388.0121199002462,-2069.0202125531623
ID185,A,2456.5503772567686,392.7588471672695,5425.938321017542
ID186,B,2469.082787653136,385.7000708761193,4954.2511079277565
ID187,C,2522.213377163371,401.8400547399219,-2135.9682972665805
ID188,B,2452.1251378336524,424.37017687704343,4914.207064681855
ID189,B,2625.575612557352,404.84618909674043,5260.887983768604
ID190,A,2410.5392697780494,396.21469746810567,5236.765162528588
ID191,A,2481.312835583864,395.62283096626686,5475.649683645316
ID192,C,2456.0268941725826,376.55213786955017,-2061.0195732820816
ID193,C,2644.6977884353732,413.2466466572074,-2244.921679453099
ID194,B,2519.6554776511575,398.832442044808,5028.3009214501435
ID195,B,2603.1844539468634,397.2928012961406,5218.580845495849
ID196,B,2351.4439626963026,447.8966135176729,4706.145869122513
ID197,C,2526.7050265869257,404.4812936254853,-2115.606017658566
ID198,C,2588.963079562344,388.72313424857225,-2196.1528747169655
ID199,C,2508.2283989275425,393.60463605691683,-2109.935411819488
ID200,C,2606.548037506535,417.22668563795133,-2205.2390174083166
ID201,B,2448.2711549899627,401.69905615806647,4909.110122459383
ID202,A,2640.934744018558,378.4258303252395,6044.71016033861
ID203,A,2729.889812361925,413.78843401862804,6117.974578063819
ID204,C,2463.716143956034,389.9778387169151,-2074.2600286368856
ID205,B,2455.449747859923,428.09946664326316,4892.526205689177
ID206,A,2645.33844771177,416.2007209857197,5861.182795278925
ID207,A,2657.9572145730713,393.2901715651187,6014.28547519419
ID208,B,2447.713997284673,419.2152454260267,4894.681702365355
ID209,A,2457.981318290414,401.0178326579111,5382.347031900133
ID210,A,2471.8215391139493,412.7916051268333,5347.497664935921
ID211,B,2365.554948896572,407.27099225941714,4737.885168903867
ID212,C,2408.1348053515803,387.3046501751369,-2033.0661272407488
ID213,B,2399.5859233247934,390.34675251523805,4798.889220839096
ID214,A,2423.220243489587,415.4494122637174,5190.3214180553405
ID215,C,2496.531511261322,394.9783700184019,-2098.8494461784285
ID216,A,2523.421473253652,393.94527305137007,5596.1037313581055
ID217,A,2655.0500492814076,385.6731613097597,6035.206670147364
ID218,C,2400.164595926121,406.3539859839019,-1983.8980438849208
ID219,B,2598.4322398476584,430.93787378864715,5191.623308848458
ID220,C,2478.601115577449,383.98700628618593,-2113.893034500127
ID221,B,2495.053629034757,400.36329185009134,5011.102264919979
ID222,B,2567.4819492166603,421.18330833123144,5151.541347377606
ID223,A,2387.72779784377,398.8053791313143,5153.649345533471
ID224,B,2538.240974618405,406.78557694374604,5084.758442899752
ID225,A,2516.6452208213054,384.0640970777968,5623.579479828317
ID226,A,2549.245126400815,406.42460645811474,5618.774193495844
ID227,C,2528.916864390782,397.19283602493175,-2128.1933388176885
ID228,B,2745.5300139910896,414.78594993519795,5488.247134378384
ID229,C,2436.2260015748684,417.81079077347124,-2027.820398788434
ID230,B,2446.900304499818,438.8434546302792,4885.514116371841
ID231,C,2437.6859473575237,408.6944975982036,-2039.985752745095
ID232,B,2444.4522880839745,404.8869447487325,4878.922709669184
ID233,B,2436.261287269348,402.91576452366,4871.716435058104
ID234,B,2618.901653110755,394.70250560783967,5229.214186352181
ID235,A,2642.0504247989857,405.0772576519254,5908.949610925882
ID236,C,2442.9253706250524,395.56897884791454,-2029.509437913107
ID237,A,2416.764442689577,402.5269146440442,5230.698115952071
ID238,A,2547.1415556386405,419.7639630341194,5545.47770575175
ID239,B,2444.7776955719028,384.90186152080537,4895.5516124674405
ID240,A,2563.293181775551,417.0981784169357,5610.052680493007
ID241,C,2520.29230208513,419.75672601009796,-2099.6241128600386
ID242,C,2348.4255885002767,398.2289720951338,-1941.2844273848261
ID243,C,2654.7505201330064,368.17217651487107,-2280.7913561859677
ID244,B,2679.587767309552,390.8826701935835,5344.323585551177
ID245,A,2438.7211309515615,419.45491819841664,5229.318674635272
ID246,C,2461.2298440064014,399.6569790655168,-2050.925374893684
ID247,B,2528.5865390724907,385.01046651557635,5048.013644894839
ID248,C,2533.4456789987025,392.42837618157677,-2140.5620487917545
ID249,C,2565.854427267283,412.6093003975683,-2145.0451789559816
ID250,C,2701.0204538766347,408.2010035230207,-2295.3312161885665
ID251,A,2482.3052772505953,396.41601851245457,5477.711475762705
ID252,B,2420.1702755461547,394.4976338227797,4868.707021027742
ID253,C,2362.068077198547,394.12362776434264,-1977.3762818258242
ID254,A,2426.906996005808,386.16384723252247,5333.329216616968
ID255,A,2496.6873027126203,424.23063534204164,5372.554554574912
ID256,B,2679.455786351779,395.1651929618299,5367.570322765071
ID257,C,2448.238870096383,418.25737781238246,-2032.7518887701378
ID258,C,2522.3787951638897,422.8197407788368,-2082.1199264252004
ID259,B,2498.3577103927246,414.9746634722194,4980.65215118877
ID260,A,2618.839327344808,393.52569530922926,5897.204528964657
ID261,B,2752.693242587362,406.05595135504916,5498.116155325617
ID262,C,2446.913122707968,399.63706590413625,-2026.643521929344
ID263,A,2451.0560557481776,386.4444720890481,5444.855991037311
ID264,B,2604.416087706907,404.86538922582406,5199.632296360414
ID265,C,2568.189148962631,382.314403132603,-2192.469431460931
ID266,C,2684.6707325736033,417.81519082692347,-2256.5404871029223
ID267,C,2558.3928185325963,393.0307405405241,-2170.007645789546
ID268,C,2464.0707909212942,403.01739483809257,-2061.5983306983885
ID269,B,2559.065483069231,404.2493180731921,5118.435627184971
ID270,A,2610.8703580582905,396.11642539443886,5828.9928693283055
ID271,C,2582.0482181197362,408.8004070221291,-2173.413864050738
ID272,C,2550.72740311073,392.8764451506621,-2166.127691248838
ID273,C,2606.6674689589154,413.0694594618587,-2199.515483365854
ID274,C,2616.929559044567,379.8103047962988,-2219.7956702066426
ID275,B,2638.2158991037527,401.89569369319616,5261.353715476154
ID276,B,2564.8709887589644,429.0839349858743,5139.500439758905
ID277,C,2483.2881919683145,384.9950301309164,-2101.64071700138
ID278,B,2514.6713686433322,389.83382544212725,5025.985615264714
ID279,C,2620.650896650836,407.7086177448837,-2203.457816153332
ID280,C,2418.3064329012764,402.69372672909395,-2011.5320906373559
ID281,C,2536.8673308872903,405.2594514891034,-2124.7605234315524
ID282,B,2460.666118767264,407.337806952215,4932.950453460922
ID283,B,2502.874482293482,409.52082202842655,5001.773263988764
ID284,A,2627.84518626073,416.64549762934337,5792.961229821379
ID285,B,2519.1099068019903,406.14727985392767,5025.198007285287
ID286,A,2504.643654815615,396.38113518072186,5522.120362183488
ID287,B,2364.014385902008,410.088605518041,4763.417904907721
ID288,B,2574.625356602722,428.4982290234282,5164.186868174285
ID289,A,2564.5484181141073,398.0104938042614,5687.379892926519
ID290,B,2716.325472330546,385.3820604299404,5416.781449180169
ID291,A,2469.2221765046997,416.6062100393046,5330.417872058198
ID292,A,2521.915032766394,398.194282540696,5581.340863164237
ID293,C,2524.9383683710757,367.40995680978943,-2150.9418055374776
ID294,B,2657.7453279763477,412.71132515725634,5312.431186430051
ID295,A,2490.4704467613046,391.97007721069116,5510.055503110423
ID296,B,2527.902152577034,398.6420007654376,5059.738859443981
ID297,C,2560.789650971654,404.97970495853525,-2154.7792299375983
ID298,A,2518.660912315636,402.857495196686,5515.063656490507
ID299,B,2455.356638544947,410.6417772570856,4907.955681522992
ID300,A,2519.4089992898307,393.4677044414523,5580.671598451107
ID301,A,2607.3631749859774,407.6965869726412,5785.709127121627
ID302,B,2397.348470058894,396.10679983624124,4830.520048149028
ID303,B,2513.2969674146875,411.08215721331254,5031.003714815067
ID304,B,2429.9879185060827,409.2305122601958,4856.213480778097
ID305,C,2619.5046628924842,385.9684194693311,-2222.4746253994263
ID306,C,2347.6813095216226,416.28973174262546,-1925.5993231324865
ID307,B,2444.107815272841,391.9605483232893,4893.256764431104
ID308,A,2537.721187506452,412.12086697421717,5559.8414347668595
ID309,C,2656.552402923434,405.50930970102013,-2226.364570444459
ID310,A,2493.424973892701,427.57275515192686,5328.840484694558
ID311,B,2444.48004733068,396.6480102644222,4894.643679583098
ID312,A,2688.115706944059,394.76024805822703,6079.429306981263
ID313,A,2355.1986099583755,399.70870591168404,5073.718452072813
ID314,C,2280.119404337992,395.4523032574859,-1895.6913392183392
ID315,C,2544.001445005333,411.99912852913076,-2137.0107182394636
ID316,C,2449.794577564739,375.7553408734512,-2077.5803156621428
ID317,B,2397.8767182869287,384.1947637128047,4807.463237205994
ID318,A,2570.835644729935,383.9829561763121,5803.613606635554
ID319,A,2524.3800713771197,414.25461387960365,5486.918536215984
ID320,A,2443.5921369263274,425.6592005887289,5203.139617167336
ID321,B,2371.9695601329104,398.4332617219379,4735.4241620088305
ID322,C,2587.2457328280143,397.46767415214987,-2204.8801176039683
ID323,B,2565.020117795866,401.0507824466977,5127.43603098664
ID324,A,2490.0824136220617,417.42817453912284,5379.404574709101
ID325,C,2684.6636996047664,386.0897029871414,-2269.453398781479
ID326,C,2392.9915233673846,403.5755347410218,-1984.2204707220344
ID327,B,2347.447482907526,414.6279644467364,4678.363555806001
ID328,B,2430.809193011876,407.51641254909765,4854.8410979737
ID329,B,2495.4413983644504,402.8437242489812,5003.139396274054
ID330,A,2524.3339449322693,415.0156913885071,5522.984691128712
ID331,B,2475.876394214367,359.4515156050114,4932.720988681878
ID332,C,2535.2055396514297,410.1681297929636,-2147.596502480135
ID333,A,2374.8460575809554,390.18886475308864,5196.045431081885
ID334,A,2644.376460407326,372.54050654715314,6075.102218614662
ID335,A,2491.784882160743,407.6680389928747,5426.59493873534
ID336,A,2611.7295831588126,420.6048781774444,5738.579907622685
ID337,C,2534.2725346377706,397.9382722805846,-2167.963235225389
ID338,C,2545.6753219153784,414.29311820804406,-2131.3416976281683
ID339,B,2556.9767280232204,424.1841738698297,5117.887310120558
ID340,A,2544.7708560017313,419.72371680376074,5546.785225660845
ID341,B,2564.2722759867543,424.5994679405709,5116.377800545998
ID342,B,2632.9152530132433,411.1319123660784,5266.8587519633265
ID343,A,2519.652116970147,401.1315045835239,5542.1937324801065
ID344,B,2570.900375758851,375.97051282154246,5144.865356585794
ID345,B,2491.026430571277,396.3090626780508,4971.3087052741985
ID346,B,2644.0117215449472,387.35130107025714,5283.126233019972
ID347,B,2432.360769794073,432.5641407624672,4852.7717548506635
ID348,A,2680.0940432910816,397.36171281351494,6061.287200707555
ID349,B,2495.9842049355657,401.8480721017673,5002.269823271012
ID350,B,2356.922489788195,408.272280640607,4711.029532736901
ID351,B,2512.810441491079,400.6540366955868,5026.079738921679
ID352,C,2431.894834252512,425.4257656064613,-2023.852165621653
ID353,B,2584.0643548988724,390.66025957398324,5164.532590021663
ID354,A,2434.7376020697607,402.91911182855864,5289.014791661987
ID355,A,2455.381656678522,388.86294121452926,5453.27978105528
ID356,B,2311.045926905447,380.1996623316894,4608.748249501604
ID357,A,2454.769368075092,390.82346363642074,5427.760912908202
ID358,B,2257.6120673371042,399.4444480442738,4527.186439955798
ID359,C,2341.6097176514277,393.5604666322411,-1944.681614165305
ID360,B,2576.04146561443,389.61368530189213,5173.186377039201
ID361,B,2578.580015865083,378.9052380449225,5161.625297401449
ID362,B,2542.5457561784965,398.75341641056957,5089.761422705008
ID363,B,2403.3023856870786,377.429194389535,4805.967323537947
ID364,B,2495.228864385802,411.40083945534406,5005.140555360627
ID365,C,2499.639746090943,401.23659629401755,-2085.245518991195
ID366,B,2384.1635310807455,378.13672750802607,4760.818934711537
ID367,C,2650.339830176715,395.36186384425207,-2270.808932667648
ID368,C,2587.736229057567,388.7176539161413,-2201.4543427901735
ID369,A,2477.9035826170334,404.7876176562877,5400.172196796891
ID370,A,2502.688583899453,420.10675669034714,5406.769673351239
ID371,A,2520.838280794755,371.87241295531385,5718.002035223906
ID372,A,2295.826513157571,401.72539118721124,4873.3649636756145
ID373,A,2475.28226174794,397.59800806650037,5437.34286433558
ID374,C,2431.80157520022,410.070101146757,-2021.0352012357625
ID375,A,2399.8379990105086,403.1979494235653,5193.705420500163
ID376,A,2471.8899707114047,388.7204600239177,5445.1049400068105
ID377,C,2679.768652684952,395.21419096500074,-2291.834865257135
ID378,A,2564.084286126701,388.0596121479477,5754.490201947719
ID379,C,2442.8821010217202,416.140107078979,-2012.341046465619
ID380,A,2557.258278135616,400.31967473007916,5664.273631386377
ID381,A,2639.9355436586,428.5178602862951,5754.698697071822
ID382,C,2592.4633682912768,399.0900877927807,-2185.9367431469027
ID383,B,2505.9630369920174,389.37389849634303,5004.301725318127
ID384,C,2435.3063222294427,377.2942841108076,-2072.2880380277197
ID385,C,2569.822331361359,372.95290485616084,-2204.361571181757
ID386,C,2539.348538542175,376.2379608549177,-2165.3248819791274
ID387,A,2589.519322002773,404.00689976517225,5741.266531208
ID388,A,2563.517180168197,407.630875348449,5625.9303710771555
ID389,C,2604.9552715319337,376.282139469518,-2217.90833769977
ID390,C,2446.4764788439434,413.42557471114173,-2017.752403637457
ID391,C,2631.7394065634326,392.7540842247484,-2231.16705844261
ID392,B,2519.75996046924,402.20189517978326,5025.867692893382
ID393,B,2707.5260872625267,424.18330942383136,5412.634276117683
ID394,C,2431.0812181910433,413.452589737983,-2017.7068842358137
ID395,B,2673.596380316525,395.9720402814125,5354.378293307793
ID396,C,2519.791078346265,386.6321166187707,-2125.138875862877
ID397,C,2434.858199638555,367.72276898006044,-2075.945516243836
ID398,B,2451.611416594568,389.2127002113637,4904.206779866098
ID399,C,2467.965269180568,396.83304641758457,-2065.6448579076005
ID400,C,2542.4165946401918,385.1923070927322,-2139.7544196816984
ID401,A,2552.28354880355,398.03114549361544,5675.148997420469
ID402,C,2442.629999606142,401.1527782443815,-2032.0085411132543
ID403,B,2497.5645407739016,396.6271602728788,4996.135001082956
ID404,C,2714.2270358611863,390.2499612876481,-2307.051564831096
ID405,A,2672.754317010071,402.5298200795009,6010.531004184224
ID406,C,2543.6323669674034,406.6291097435411,-2147.336312145945
ID407,B,2503.8003478168202,383.6440138383573,5024.441135275143
ID408,A,2512.0031326718263,421.16398569619406,5438.564308804977
ID409,C,2561.3517972730415,398.5211780157361,-2168.1471475108474
ID410,A,2397.7207434801594,400.2827443441727,5185.994593110824
ID411,A,2474.2623462576653,410.62321634884836,5373.229863570444
ID412,C,2333.141592612241,403.4982419689525,-1924.0851331000774
ID413,C,2539.922312260528,414.29704950869865,-2123.2577555642547
ID414,B,2564.719593970274,404.30686247802737,5133.174892021863
ID415,B,2451.6813537700627,390.81343938039345,4923.7621960350425
ID416,B,2657.398676329003,405.42255287809155,5327.655870484825
ID417,A,2377.423433699766,382.84410689019006,5220.337393743528
ID418,A,2353.562511979018,401.62839558664785,5063.841284973024
ID419,C,2522.4451818559974,399.5015501403331,-2135.333918557995
ID420,C,2604.7098302612153,396.8782471409119,-2203.0564585209418
ID421,C,2668.392769145787,398.071937328416,-2248.609155620574
ID422,C,2454.111573713106,371.7722643175354,-2084.955860140279
ID423,A,2607.8680833431295,391.7691263838856,5854.58701096653
ID424,B,2496.1491530499293,401.39267351711675,4984.473239436742
ID425,A,2482.737270005918,402.397845879961,5423.14698416984
ID426,B,2588.3659937486673,384.58487288611065,5167.314844599802
ID427,B,2565.232287841342,418.9856176129705,5126.018478499604
ID428,C,2342.360784301575,387.0073772767825,-1972.2202112549364
ID429,B,2647.6540349725897,414.54185800790106,5295.495489952575
ID430,A,2638.0091354147453,406.4079154280753,5892.815155189299
ID431,A,2437.443729849047,390.30659035234294,5349.905163623664
ID432,C,2539.580353343741,426.62966338914265,-2094.7192828708976
ID433,B,2549.403018628274,382.0954475236528,5104.935542318879
ID434,A,2526.067376582391,413.78731260415003,5521.632533753911
ID435,A,2444.969484615458,415.00873477064465,5251.970765346925
ID436,C,2432.837663206195,389.94069686385035,-2032.6426636175452
ID437,A,2497.4445929008557,420.8869795009649,5374.795674392998
ID438,C,2617.2729019259364,396.24930228101573,-2210.3406296348826
ID439,C,2554.3600154594433,404.3304044391979,-2147.967538942723
ID440,A,2462.9385667913893,403.9048275815683,5375.930577106144
ID441,A,2577.1698710648343,397.98536887794177,5727.475633537296
ID442,C,2215.1457379369926,412.1621240973967,-1813.724451946915
ID443,B,2614.8765700372105,411.9023308082832,5236.919878693461
ID444,B,2326.02862212219,373.7720204014273,4640.67706819369
ID445,C,2463.7559058596867,419.5651036431723,-2038.6323267113248
ID446,C,2388.0330105373855,375.0626201794649,-2029.3760440354436
ID447,C,2370.5318524279096,415.48819306512485,-1944.8655688107847
ID448,C,2616.082678737852,416.9005770524137,-2213.9723814626605
ID449,B,2453.2298798688107,383.63550354677204,4913.087358989776
